img_name,labels,top,left,bottom,right,width,height,num_digits
20866.png,5.0,2,15,16,22,7,14,1
20867.png,2.0_3.0,1,27,38,53,26,37,2
20868.png,2.0_1.0_5.0,5,17,23,36,19,18,3
20869.png,3.0_2.0,1,19,22,41,22,21,2
2087.png,1.0_9.0_2.0_3.0,1,16,17,48,32,16,4
20870.png,3.0_10.0_1.0,7,57,64,150,93,57,3
20871.png,3.0_9.0_4.0,4,30,21,73,43,17,3
20872.png,2.0_3.0_10.0_9.0,3,54,39,137,83,36,4
20873.png,1.0_7.0,1,23,28,44,21,27,2
20874.png,6.0_4.0,7,63,70,116,53,63,2
20875.png,3.0_8.0,5,43,54,81,38,49,2
20876.png,5.0_7.0,5,27,22,44,17,17,2
20877.png,4.0_5.0_8.0,11,56,44,103,47,33,3
20878.png,5.0_10.0,9,52,58,94,42,49,2
20879.png,2.0_2.0_3.0,4,25,29,57,32,25,3
2088.png,2.0_6.0,2,19,20,38,19,18,2
20880.png,1.0_1.0,4,22,23,37,15,19,2
20881.png,1.0_1.0,4,30,35,49,19,31,2
20882.png,1.0,33,84,90,108,24,57,1
20883.png,6.0_2.0,10,37,32,57,20,22,2
20884.png,3.0_10.0,9,41,45,79,38,36,2
20885.png,1.0_3.0,1,22,24,50,28,23,2
20886.png,5.0_2.0,3,33,44,74,41,41,2
20887.png,1.0,9,31,34,41,10,25,1
20888.png,6.0_5.0,31,176,69,218,42,38,2
20889.png,1.0_4.0,9,53,81,108,55,72,2
2089.png,8.0,1,16,20,31,15,19,1
20890.png,8.0,5,19,24,37,18,19,1
20891.png,6.0,7,35,38,44,9,31,1
20892.png,6.0_6.0,13,38,35,65,27,22,2
20893.png,2.0_7.0_6.0,1,23,33,66,43,32,3
20894.png,5.0_5.0,25,53,48,83,30,23,2
20895.png,1.0_10.0_5.0,6,54,71,114,60,65,3
20896.png,1.0,3,25,34,39,14,31,1
20897.png,8.0_5.0,10,51,67,107,56,57,2
20898.png,5.0_4.0_1.0,14,59,75,138,79,61,3
20899.png,3.0_8.0_1.0,1,12,14,27,15,13,3
209.png,1.0_8.0_8.0,2,42,46,88,46,44,3
2090.png,2.0_8.0_4.0,17,87,90,208,121,73,3
20900.png,8.0,4,37,40,58,21,36,1
20901.png,9.0_3.0,5,0,54,48,48,49,2
20902.png,2.0_10.0,4,31,41,79,48,37,2
20903.png,3.0_8.0,8,32,31,46,14,23,2
20904.png,5.0_7.0,2,22,25,48,26,23,2
20905.png,2.0_6.0,3,20,23,45,25,20,2
20906.png,5.0_3.0,5,33,39,66,33,34,2
20907.png,1.0_5.0,9,53,65,90,37,56,2
20908.png,5.0_1.0_2.0,6,17,21,54,37,15,3
20909.png,3.0_9.0,6,33,44,62,29,38,2
2091.png,1.0_5.0_2.0_5.0,1,22,29,77,55,28,4
20910.png,1.0_1.0,11,54,64,93,39,53,2
20911.png,8.0_5.0,2,19,21,40,21,19,2
20912.png,9.0,6,32,34,44,12,28,1
20913.png,8.0,3,40,54,64,24,51,1
20914.png,2.0_3.0_8.0,15,74,60,133,59,45,3
20915.png,2.0_7.0,21,0,75,40,40,54,2
20916.png,1.0_4.0_5.0,29,139,170,303,164,141,3
20917.png,5.0,1,39,37,50,11,36,1
20918.png,3.0,6,36,32,53,17,26,1
20919.png,1.0_2.0_8.0,9,58,71,124,66,62,3
2092.png,3.0_7.0_5.0,13,48,33,77,29,20,3
20920.png,1.0_4.0_4.0,3,27,28,57,30,25,3
20921.png,8.0_9.0,4,27,27,46,19,23,2
20922.png,1.0_1.0_9.0,87,132,113,158,26,26,3
20923.png,1.0_3.0,25,110,126,208,98,101,2
20924.png,5.0_2.0,8,27,31,55,28,23,2
20925.png,6.0_6.0,6,27,27,41,14,21,2
20926.png,2.0_6.0_7.0,12,50,51,90,40,39,3
20927.png,2.0_7.0_6.0,13,66,65,135,69,52,3
20928.png,2.0_6.0_10.0,36,54,117,161,107,81,3
20929.png,1.0,7,39,39,54,15,32,1
2093.png,1.0_7.0_6.0,64,172,95,207,35,31,3
20930.png,4.0,2,23,24,34,11,22,1
20931.png,6.0_2.0,13,61,46,98,37,33,2
20932.png,1.0_4.0,4,33,43,78,45,39,2
20933.png,8.0_1.0,3,32,33,62,30,30,2
20934.png,2.0,5,31,39,48,17,34,1
20935.png,5.0_2.0,2,15,16,28,13,14,2
20936.png,1.0,4,37,27,45,8,23,1
20937.png,2.0_4.0,5,37,48,82,45,43,2
20938.png,5.0_4.0,7,27,28,40,13,21,2
20939.png,8.0,4,21,23,35,14,19,1
2094.png,2.0_9.0,8,25,25,40,15,17,2
20940.png,2.0_10.0,9,32,36,51,19,27,2
20941.png,6.0_10.0,13,58,55,91,33,42,2
20942.png,3.0_2.0_9.0,5,23,25,50,27,20,3
20943.png,3.0_1.0,4,32,37,56,24,33,2
20944.png,2.0,31,77,55,99,22,24,1
20945.png,2.0_7.0,1,23,30,49,26,29,2
20946.png,4.0_10.0,15,91,102,187,96,87,2
20947.png,4.0,7,39,37,49,10,30,1
20948.png,1.0_5.0,1,37,50,66,29,49,2
20949.png,2.0_1.0,0,14,19,22,8,19,2
2095.png,5.0_3.0,6,29,33,54,25,27,2
20950.png,1.0_7.0_2.0,12,32,37,74,42,25,3
20951.png,6.0_7.0,8,43,34,79,36,26,2
20952.png,3.0_4.0,11,61,71,124,63,60,2
20953.png,1.0_9.0_5.0,4,14,18,34,20,14,3
20954.png,1.0_2.0_10.0,127,182,159,230,48,32,3
20955.png,7.0,3,0,22,18,18,19,1
20956.png,1.0_2.0_9.0,6,32,41,60,28,35,3
20957.png,6.0_8.0,13,38,31,58,20,18,2
20958.png,1.0_7.0,17,48,45,76,28,28,2
20959.png,9.0_8.0,3,18,20,39,21,17,2
2096.png,1.0_7.0_1.0,5,35,45,58,23,40,3
20960.png,5.0_3.0,5,28,27,44,16,22,2
20961.png,1.0_2.0_10.0,28,127,79,175,48,51,3
20962.png,2.0_2.0_2.0,16,29,49,93,64,33,3
20963.png,2.0_4.0,1,54,64,123,69,63,2
20964.png,7.0_7.0,3,16,18,28,12,15,2
20965.png,1.0_1.0_8.0,4,36,55,87,51,51,3
20966.png,3.0_3.0,29,79,66,128,49,37,2
20967.png,9.0_10.0,13,54,49,79,25,36,2
20968.png,4.0_4.0,1,15,22,39,24,21,2
20969.png,1.0_6.0,29,35,83,84,49,54,2
2097.png,2.0_9.0,8,87,94,213,126,86,2
20970.png,8.0_1.0_8.0,6,2,52,65,63,46,3
20971.png,9.0_6.0,9,59,65,108,49,56,2
20972.png,1.0_3.0_8.0,23,96,114,154,58,91,3
20973.png,5.0,28,95,68,127,32,40,1
20974.png,3.0_1.0_9.0,15,76,83,152,76,68,3
20975.png,2.0_7.0,8,41,36,69,28,28,2
20976.png,1.0_8.0_9.0,13,60,63,140,80,50,3
20977.png,4.0_7.0,2,19,22,44,25,20,2
20978.png,1.0_3.0_1.0,1,20,17,39,19,16,3
20979.png,9.0_6.0,2,27,45,100,73,43,2
2098.png,3.0,4,30,37,43,13,33,1
20980.png,4.0_9.0,13,45,45,78,33,32,2
20981.png,1.0_5.0_3.0,3,15,14,33,18,11,3
20982.png,3.0_8.0,1,16,19,31,15,18,2
20983.png,1.0_9.0,4,20,26,43,23,22,2
20984.png,6.0_10.0,9,51,58,102,51,49,2
20985.png,9.0_6.0,5,49,63,119,70,58,2
20986.png,1.0_2.0,4,25,33,57,32,29,2
20987.png,4.0_3.0,1,15,19,30,15,18,2
20988.png,7.0,7,27,29,37,10,22,1
20989.png,3.0_9.0,5,66,91,157,91,86,2
2099.png,1.0_7.0_2.0,7,68,37,111,43,30,3
20990.png,9.0_6.0,12,56,67,100,44,55,2
20991.png,3.0_2.0,16,64,67,118,54,51,2
20992.png,7.0_6.0,1,50,65,112,62,64,2
20993.png,6.0_5.0_7.0,12,44,30,69,25,18,3
20994.png,4.0,8,49,55,76,27,47,1
20995.png,2.0_7.0,4,30,33,62,32,29,2
20996.png,6.0_6.0,5,24,27,53,29,22,2
20997.png,1.0_4.0_1.0,55,106,85,140,34,30,3
20998.png,7.0_3.0,12,39,43,70,31,31,2
20999.png,9.0_7.0,6,36,35,65,29,29,2
21.png,2.0,6,72,91,124,52,85,1
210.png,2.0_6.0,8,46,49,89,43,41,2
2100.png,2.0_2.0,3,20,23,44,24,20,2
21000.png,1.0_6.0_4.0_1.0,12,65,60,162,97,48,4
21001.png,5.0_10.0,2,17,23,37,20,21,2
21002.png,1.0_2.0_7.0,3,29,28,57,28,25,3
21003.png,9.0_8.0,20,67,58,111,44,38,2
21004.png,3.0_1.0,8,62,82,122,60,74,2
21005.png,5.0_8.0,11,60,75,141,81,64,2
21006.png,4.0_1.0,2,19,23,35,16,21,2
21007.png,2.0,8,32,27,44,12,19,1
21008.png,1.0_3.0_2.0,7,40,48,84,44,41,3
21009.png,8.0,4,35,42,58,23,38,1
2101.png,8.0_5.0,7,41,38,79,38,31,2
21010.png,7.0_8.0,6,41,35,60,19,29,2
21011.png,1.0,1,15,16,21,6,15,1
21012.png,2.0_2.0,13,42,39,65,23,26,2
21013.png,6.0_7.0,5,32,32,60,28,27,2
21014.png,2.0_10.0,7,26,27,51,25,20,2
21015.png,1.0_8.0_9.0,11,44,44,84,40,33,3
21016.png,3.0_5.0,1,19,24,45,26,23,2
21017.png,4.0_4.0,3,26,31,56,30,28,2
21018.png,5.0_6.0,6,35,34,62,27,28,2
21019.png,2.0_2.0,6,30,32,57,27,26,2
2102.png,1.0_4.0,14,61,50,96,35,36,2
21020.png,1.0_3.0,26,76,44,101,25,18,2
21021.png,1.0_4.0,3,27,34,61,34,31,2
21022.png,8.0_5.0,1,19,27,45,26,26,2
21023.png,3.0_7.0,1,28,39,63,35,38,2
21024.png,4.0_5.0,2,46,55,101,55,53,2
21025.png,2.0,7,50,50,73,23,43,1
21026.png,5.0_4.0,2,24,27,40,16,25,2
21027.png,2.0_5.0,19,58,103,156,98,84,2
21028.png,4.0_2.0_3.0,4,33,34,68,35,30,3
21029.png,4.0_8.0,11,37,35,61,24,24,2
2103.png,9.0,1,49,59,80,31,58,1
21030.png,3.0_3.0_3.0,29,121,91,191,70,62,3
21031.png,3.0_3.0,8,37,44,65,28,36,2
21032.png,2.0_8.0,3,22,28,43,21,25,2
21033.png,2.0_3.0,1,15,16,30,15,15,2
21034.png,1.0_8.0,1,19,20,34,15,19,2
21035.png,1.0,7,41,34,51,10,27,1
21036.png,4.0_8.0,16,109,50,146,37,34,2
21037.png,4.0_1.0,7,31,33,46,15,26,2
21038.png,6.0,0,30,40,47,17,40,1
21039.png,1.0_4.0_9.0,6,40,45,91,51,39,3
2104.png,4.0_10.0_1.0,5,64,60,130,66,55,3
21040.png,3.0_8.0,23,100,132,181,81,109,2
21041.png,9.0_5.0,2,57,66,96,39,64,2
21042.png,7.0_2.0_3.0,41,143,77,185,42,36,3
21043.png,6.0_10.0,2,16,23,36,20,21,2
21044.png,2.0_3.0,13,72,93,152,80,80,2
21045.png,4.0_1.0,3,23,22,41,18,19,2
21046.png,3.0,5,17,19,23,6,14,1
21047.png,5.0_7.0,4,26,37,57,31,33,2
21048.png,5.0_1.0,6,39,36,63,24,30,2
21049.png,9.0_10.0,4,23,27,43,20,23,2
2105.png,1.0,7,37,37,47,10,30,1
21050.png,6.0,18,185,83,227,42,65,1
21051.png,4.0_1.0,2,23,25,52,29,23,2
21052.png,1.0_4.0_4.0_6.0,1,16,26,70,54,25,4
21053.png,5.0_4.0_10.0,3,23,18,40,17,15,3
21054.png,1.0_8.0,18,95,86,148,53,68,2
21055.png,1.0,4,23,21,28,5,17,1
21056.png,2.0_10.0,13,72,86,123,51,73,2
21057.png,7.0,7,30,27,37,7,20,1
21058.png,1.0_9.0_2.0,13,73,57,130,57,44,3
21059.png,2.0_2.0,24,80,79,140,60,55,2
2106.png,8.0_3.0,2,25,39,61,36,37,2
21060.png,5.0_7.0,8,38,38,60,22,30,2
21061.png,6.0_6.0,2,32,34,62,30,32,2
21062.png,8.0,8,57,64,76,19,56,1
21063.png,4.0_9.0,5,35,46,81,46,41,2
21064.png,3.0_6.0,1,27,43,66,39,42,2
21065.png,4.0_6.0,5,29,34,62,33,29,2
21066.png,1.0_6.0,3,18,28,36,18,25,2
21067.png,1.0,7,42,49,54,12,42,1
21068.png,7.0_9.0,37,63,70,94,31,33,2
21069.png,4.0_3.0,19,116,130,208,92,111,2
2107.png,4.0_2.0,6,53,68,86,33,62,2
21070.png,1.0_5.0,4,32,39,55,23,35,2
21071.png,1.0_1.0_9.0,2,17,17,33,16,15,3
21072.png,4.0,14,48,50,61,13,36,1
21073.png,6.0,6,40,49,71,31,43,1
21074.png,7.0_6.0,1,22,24,49,27,23,2
21075.png,6.0,4,26,27,39,13,23,1
21076.png,5.0_4.0,7,41,40,73,32,33,2
21077.png,9.0,12,106,75,135,29,63,1
21078.png,4.0_2.0,1,22,24,44,22,23,2
21079.png,3.0_6.0_9.0,9,37,30,68,31,21,3
2108.png,3.0_1.0_9.0,1,17,19,36,19,18,3
21080.png,1.0_3.0_6.0,15,52,48,95,43,33,3
21081.png,4.0_4.0,3,29,37,61,32,34,2
21082.png,4.0_6.0,4,31,39,60,29,35,2
21083.png,1.0_7.0,3,38,49,85,47,46,2
21084.png,1.0_3.0,4,24,20,36,12,16,2
21085.png,8.0_2.0,1,35,38,75,40,37,2
21086.png,1.0_2.0,6,30,35,59,29,29,2
21087.png,2.0_5.0_6.0,1,14,19,29,15,18,3
21088.png,3.0_7.0,7,50,64,122,72,57,2
21089.png,2.0,5,34,44,60,26,39,1
2109.png,9.0_3.0,1,19,29,51,32,28,2
21090.png,3.0,12,57,69,95,38,57,1
21091.png,6.0,5,33,32,42,9,27,1
21092.png,2.0_5.0,3,20,25,51,31,22,2
21093.png,3.0,2,20,20,34,14,18,1
21094.png,4.0_10.0,1,36,46,88,52,45,2
21095.png,4.0,5,20,18,32,12,13,1
21096.png,7.0_3.0,3,24,25,45,21,22,2
21097.png,3.0_8.0,5,33,33,55,22,28,2
21098.png,2.0_1.0,1,22,31,48,26,30,2
21099.png,6.0_2.0_3.0,19,96,117,205,109,98,3
211.png,2.0_7.0,2,19,20,43,24,18,2
2110.png,2.0_8.0,6,46,56,88,42,50,2
21100.png,7.0_2.0,6,107,46,148,41,40,2
21101.png,1.0_10.0_4.0,4,0,30,38,38,26,3
21102.png,1.0_5.0_5.0,4,22,28,50,28,24,3
21103.png,3.0_4.0_1.0,1,29,37,73,44,36,3
21104.png,1.0_10.0,1,27,34,47,20,33,2
21105.png,3.0_9.0,14,59,70,111,52,56,2
21106.png,2.0_3.0_1.0,19,36,45,60,24,26,3
21107.png,1.0_1.0,8,42,37,71,29,29,2
21108.png,1.0_7.0,1,22,28,34,12,27,2
21109.png,5.0_2.0,3,24,28,45,21,25,2
2111.png,3.0_3.0,18,89,83,169,80,65,2
21110.png,7.0_8.0,2,31,41,65,34,39,2
21111.png,4.0,14,47,40,53,6,26,1
21112.png,3.0_5.0,8,39,39,64,25,31,2
21113.png,1.0,7,36,43,50,14,36,1
21114.png,2.0_9.0,8,57,63,89,32,55,2
21115.png,9.0_2.0,3,27,28,49,22,25,2
21116.png,1.0_4.0_1.0,6,45,55,115,70,49,3
21117.png,2.0_9.0_4.0,3,18,23,51,33,20,3
21118.png,2.0_9.0,1,16,14,27,11,13,2
21119.png,5.0_10.0,4,22,24,36,14,20,2
2112.png,2.0_4.0,12,58,69,129,71,57,2
21120.png,9.0,10,33,31,43,10,21,1
21121.png,1.0_4.0,4,22,26,45,23,22,2
21122.png,5.0,8,48,56,74,26,48,1
21123.png,8.0,4,29,29,41,12,25,1
21124.png,2.0,1,19,20,30,11,19,1
21125.png,2.0_7.0,12,51,58,94,43,46,2
21126.png,1.0_8.0,9,43,60,96,53,51,2
21127.png,10.0,14,57,42,66,9,28,1
21128.png,2.0,5,29,29,53,24,24,1
21129.png,1.0_10.0_5.0,6,32,37,57,25,31,3
2113.png,1.0_6.0,9,53,61,87,34,52,2
21130.png,2.0_8.0_1.0,6,32,36,69,37,30,3
21131.png,1.0_3.0,2,72,88,126,54,86,2
21132.png,1.0_2.0_7.0_2.0,1,16,20,48,32,19,4
21133.png,9.0,6,28,31,39,11,25,1
21134.png,2.0,1,19,22,31,12,21,1
21135.png,1.0_1.0_9.0,6,27,24,45,18,18,3
21136.png,1.0_10.0_10.0,3,39,49,123,84,46,3
21137.png,6.0,1,17,19,28,11,18,1
21138.png,6.0_8.0,6,32,45,80,48,39,2
21139.png,3.0_5.0,8,49,54,88,39,46,2
2114.png,9.0,15,90,100,134,44,85,1
21140.png,7.0_9.0,4,32,36,55,23,32,2
21141.png,5.0_3.0,1,26,40,70,44,39,2
21142.png,8.0_4.0,1,88,142,231,143,141,2
21143.png,4.0_2.0,1,18,25,38,20,24,2
21144.png,8.0_6.0,25,103,124,204,101,99,2
21145.png,5.0,8,86,110,149,63,102,1
21146.png,9.0_6.0,3,23,22,39,16,19,2
21147.png,2.0_7.0_6.0,13,58,54,142,84,41,3
21148.png,1.0_5.0_3.0,1,17,19,43,26,18,3
21149.png,5.0_4.0,12,46,37,76,30,25,2
2115.png,3.0_7.0,5,20,23,34,14,18,2
21150.png,2.0_5.0,1,14,18,34,20,17,2
21151.png,3.0_6.0,6,47,57,106,59,51,2
21152.png,2.0_2.0,7,46,39,80,34,32,2
21153.png,2.0_6.0_9.0,17,55,38,84,29,21,3
21154.png,1.0_2.0,3,24,27,44,20,24,2
21155.png,6.0,3,79,66,99,20,63,1
21156.png,3.0_2.0,9,47,61,97,50,52,2
21157.png,4.0,2,16,14,25,9,12,1
21158.png,1.0_6.0,12,57,63,95,38,51,2
21159.png,8.0_7.0,15,79,108,155,76,93,2
2116.png,4.0_7.0,13,99,100,151,52,87,2
21160.png,4.0_2.0,21,65,50,89,24,29,2
21161.png,7.0_8.0,4,26,29,54,28,25,2
21162.png,1.0_5.0,23,106,118,183,77,95,2
21163.png,5.0_10.0,5,35,35,65,30,30,2
21164.png,4.0_2.0,13,55,65,112,57,52,2
21165.png,1.0_2.0,16,36,48,60,24,32,2
21166.png,2.0_8.0,3,25,30,55,30,27,2
21167.png,1.0_1.0_10.0,4,37,36,77,40,32,3
21168.png,4.0_4.0_10.0,9,47,44,95,48,35,3
21169.png,8.0_4.0,9,50,60,93,43,51,2
2117.png,1.0_3.0,5,33,31,64,31,26,2
21170.png,1.0,2,18,22,22,4,20,1
21171.png,2.0_1.0_3.0,5,35,33,71,36,28,3
21172.png,4.0_4.0,9,27,29,44,17,20,2
21173.png,6.0,7,67,63,97,30,56,1
21174.png,4.0_10.0,20,71,69,115,44,49,2
21175.png,5.0_1.0,8,32,42,60,28,34,2
21176.png,6.0_2.0,8,45,45,90,45,37,2
21177.png,1.0_3.0,6,63,82,156,93,76,2
21178.png,1.0_6.0_8.0_3.0,12,38,41,95,57,29,4
21179.png,1.0_1.0,5,60,70,129,69,65,2
2118.png,4.0,4,17,16,23,6,12,1
21180.png,5.0_9.0,6,42,47,83,41,41,2
21181.png,6.0_10.0,5,26,30,51,25,25,2
21182.png,1.0_6.0_1.0,10,32,33,57,25,23,3
21183.png,7.0_9.0,15,61,50,100,39,35,2
21184.png,5.0_2.0,5,32,38,52,20,33,2
21185.png,3.0_7.0,2,22,30,51,29,28,2
21186.png,6.0_5.0_9.0,13,45,32,77,32,19,3
21187.png,3.0_6.0,15,47,52,79,32,37,2
21188.png,1.0_7.0,1,28,37,47,19,36,2
21189.png,4.0,17,85,84,129,44,67,1
2119.png,4.0_4.0_8.0_3.0,13,44,31,84,40,18,4
21190.png,6.0_2.0,4,52,61,105,53,57,2
21191.png,3.0_9.0,1,14,20,39,25,19,2
21192.png,1.0_4.0_4.0,13,45,34,65,20,21,3
21193.png,1.0_10.0_10.0,6,50,48,100,50,42,3
21194.png,4.0_1.0,6,31,34,51,20,28,2
21195.png,8.0_9.0,4,35,44,72,37,40,2
21196.png,4.0_5.0,4,17,24,42,25,20,2
21197.png,1.0_4.0,2,27,32,51,24,30,2
21198.png,3.0_7.0,1,18,21,35,17,20,2
21199.png,1.0_4.0,12,42,42,73,31,30,2
212.png,2.0_9.0,13,43,42,62,19,29,2
2120.png,3.0_6.0,5,29,37,68,39,32,2
21200.png,2.0_2.0,14,44,43,76,32,29,2
21201.png,1.0_10.0_10.0,3,21,27,53,32,24,3
21202.png,1.0_5.0,9,80,104,131,51,95,2
21203.png,4.0_5.0,1,13,18,32,19,17,2
21204.png,1.0_1.0_3.0,2,24,22,40,16,20,3
21205.png,1.0_6.0_3.0,8,12,38,42,30,30,3
21206.png,7.0_10.0,17,54,64,81,27,47,2
21207.png,2.0_10.0,4,34,48,85,51,44,2
21208.png,2.0_7.0_2.0,14,128,65,201,73,51,3
21209.png,3.0_10.0,21,80,55,121,41,34,2
2121.png,8.0,6,28,34,39,11,28,1
21210.png,3.0_9.0,4,27,22,40,13,18,2
21211.png,9.0,17,63,59,83,20,42,1
21212.png,2.0_5.0,6,23,28,54,31,22,2
21213.png,5.0_1.0,2,30,34,63,33,32,2
21214.png,4.0,16,64,57,82,18,41,1
21215.png,5.0_8.0_1.0,2,25,23,47,22,21,3
21216.png,1.0_3.0_6.0,13,52,53,110,58,40,3
21217.png,3.0_9.0,11,89,121,197,108,110,2
21218.png,1.0_4.0,7,35,44,60,25,37,2
21219.png,6.0_3.0,5,44,51,69,25,46,2
2122.png,3.0_3.0_7.0,1,16,21,40,24,20,3
21220.png,4.0_1.0_10.0,5,26,27,58,32,22,3
21221.png,7.0_2.0,1,34,44,77,43,43,2
21222.png,1.0_6.0,15,83,96,148,65,81,2
21223.png,1.0_9.0,21,60,65,89,29,44,2
21224.png,1.0_2.0,5,33,36,54,21,31,2
21225.png,3.0_2.0,4,42,47,83,41,43,2
21226.png,7.0,12,47,54,62,15,42,1
21227.png,6.0_10.0,3,26,33,53,27,30,2
21228.png,1.0_1.0,12,54,37,76,22,25,2
21229.png,9.0_2.0,2,24,24,48,24,22,2
2123.png,4.0,2,22,24,33,11,22,1
21230.png,9.0_8.0,4,23,33,50,27,29,2
21231.png,7.0_7.0,22,64,43,90,26,21,2
21232.png,4.0_10.0,10,61,73,132,71,63,2
21233.png,3.0_4.0,4,25,30,42,17,26,2
21234.png,1.0_6.0,1,25,38,58,33,37,2
21235.png,3.0_5.0,9,59,70,107,48,61,2
21236.png,6.0_1.0,25,78,80,119,41,55,2
21237.png,1.0_3.0_5.0,3,32,35,75,43,32,3
21238.png,3.0_7.0,14,123,150,244,121,136,2
21239.png,9.0_10.0,18,56,52,89,33,34,2
2124.png,5.0_3.0,1,14,16,25,11,15,2
21240.png,9.0,16,83,104,136,53,88,1
21241.png,4.0_4.0_2.0,1,121,41,162,41,40,3
21242.png,3.0_5.0,13,37,36,55,18,23,2
21243.png,2.0_6.0,27,122,119,231,109,92,2
21244.png,5.0_8.0,9,38,35,63,25,26,2
21245.png,2.0_5.0_4.0,6,34,38,79,45,32,3
21246.png,5.0_1.0,5,26,25,54,28,20,2
21247.png,2.0_7.0,27,84,59,119,35,32,2
21248.png,2.0_4.0,4,30,26,51,21,22,2
21249.png,5.0_3.0,4,29,38,57,28,34,2
2125.png,9.0_5.0,10,34,33,59,25,23,2
21250.png,8.0_3.0,5,28,37,59,31,32,2
21251.png,7.0_8.0,1,10,14,25,15,13,2
21252.png,1.0_9.0,18,62,62,106,44,44,2
21253.png,1.0_7.0,9,47,46,70,23,37,2
21254.png,1.0_6.0_10.0,47,176,117,243,67,70,3
21255.png,1.0_6.0,12,60,58,103,43,46,2
21256.png,2.0_4.0_6.0,1,16,20,47,31,19,3
21257.png,2.0_2.0,5,30,34,67,37,29,2
21258.png,8.0,17,58,44,73,15,27,1
21259.png,8.0_3.0,3,26,27,46,20,24,2
2126.png,6.0_2.0,5,26,27,50,24,22,2
21260.png,9.0_7.0,85,188,115,212,24,30,2
21261.png,1.0_8.0_4.0,20,69,51,107,38,31,3
21262.png,1.0_6.0,4,34,36,61,27,32,2
21263.png,4.0_1.0_6.0_10.0,16,71,51,127,56,35,4
21264.png,1.0_7.0,11,67,84,96,29,73,2
21265.png,4.0,8,36,43,51,15,35,1
21266.png,7.0_5.0,1,14,17,30,16,16,2
21267.png,1.0_9.0,13,51,45,82,31,32,2
21268.png,2.0,5,34,36,52,18,31,1
21269.png,3.0_6.0,9,39,35,69,30,26,2
2127.png,1.0_6.0,19,95,84,129,34,65,2
21270.png,2.0,14,61,38,76,15,24,1
21271.png,2.0_4.0_7.0,1,17,21,50,33,20,3
21272.png,3.0_4.0,1,26,21,52,26,20,2
21273.png,3.0_9.0,7,44,47,81,37,40,2
21274.png,5.0,13,85,59,112,27,46,1
21275.png,5.0_3.0_2.0,26,87,88,188,101,62,3
21276.png,1.0_6.0,1,15,16,37,22,15,2
21277.png,5.0_4.0,1,12,19,33,21,18,2
21278.png,1.0,5,24,23,31,7,18,1
21279.png,4.0_2.0_9.0,3,60,44,111,51,41,3
2128.png,1.0_4.0_10.0,18,76,65,121,45,47,3
21280.png,1.0_10.0,35,136,159,222,86,124,2
21281.png,5.0_6.0,9,55,66,103,48,57,2
21282.png,2.0,3,31,35,46,15,32,1
21283.png,5.0,5,25,24,32,7,19,1
21284.png,4.0_8.0,7,34,46,61,27,39,2
21285.png,6.0,1,18,21,33,15,20,1
21286.png,4.0_3.0,2,19,25,41,22,23,2
21287.png,5.0_7.0_3.0,10,41,39,75,34,29,3
21288.png,2.0_5.0,21,76,46,116,40,25,2
21289.png,1.0_6.0_3.0,10,43,57,76,33,47,3
2129.png,4.0_10.0,2,27,30,62,35,28,2
21290.png,4.0,1,15,13,22,7,12,1
21291.png,2.0_1.0,22,91,94,125,34,72,2
21292.png,9.0_1.0,2,25,27,39,14,25,2
21293.png,1.0_9.0,14,53,52,84,31,38,2
21294.png,7.0,1,17,18,23,6,17,1
21295.png,7.0_10.0,12,81,100,221,140,88,2
21296.png,3.0_10.0,6,31,33,51,20,27,2
21297.png,4.0_1.0,1,11,12,22,11,11,2
21298.png,1.0_9.0,1,15,25,44,29,24,2
21299.png,6.0_4.0,5,27,31,50,23,26,2
213.png,1.0,4,59,56,78,19,52,1
2130.png,1.0_8.0,8,35,39,61,26,31,2
21300.png,1.0_3.0_5.0_10.0,8,33,35,64,31,27,4
21301.png,1.0_8.0,8,36,45,60,24,37,2
21302.png,5.0,1,20,30,40,20,29,1
21303.png,1.0_6.0_8.0,7,30,31,54,24,24,3
21304.png,1.0_10.0,4,31,34,60,29,30,2
21305.png,1.0_3.0,26,88,76,137,49,50,2
21306.png,6.0_1.0,4,22,29,36,14,25,2
21307.png,6.0_10.0,1,19,26,45,26,25,2
21308.png,3.0_1.0,2,33,37,60,27,35,2
21309.png,9.0,2,22,27,37,15,25,1
2131.png,5.0,13,77,98,119,42,85,1
21310.png,3.0_8.0,1,11,14,23,12,13,2
21311.png,3.0_10.0,5,39,49,76,37,44,2
21312.png,2.0_8.0,1,25,39,57,32,38,2
21313.png,1.0_7.0_5.0_3.0,4,14,18,40,26,14,4
21314.png,4.0_6.0,2,25,31,57,32,29,2
21315.png,1.0_1.0_3.0,10,52,64,110,58,54,3
21316.png,7.0_1.0,8,37,39,68,31,31,2
21317.png,1.0_10.0_6.0,2,16,13,34,18,11,3
21318.png,5.0_1.0_1.0,2,20,25,45,25,23,3
21319.png,3.0_4.0_8.0,27,116,115,178,62,88,3
2132.png,1.0_1.0_5.0,2,23,27,46,23,25,3
21320.png,6.0_2.0,4,29,37,61,32,33,2
21321.png,1.0_7.0,4,35,49,77,42,45,2
21322.png,4.0_4.0_10.0_3.0,10,34,37,84,50,27,4
21323.png,1.0_7.0,41,127,94,166,39,53,2
21324.png,2.0,9,32,29,43,11,20,1
21325.png,1.0_10.0_4.0,3,31,29,64,33,26,3
